id;nf;contrato;competencia;valor_bruto;situacao;cadeia;empenhos_vinc
98746;24325;2/2015;07/2017;22858,6;Emitida;COMPLETA;137
99270;24702;2/2015;08/2017;22858,6;Emitida;COMPLETA;137
99702;25098;2/2015;09/2017;22858,6;Emitida;COMPLETA;137
100206;25659;2/2015;10/2017;22858,6;Emitida;COMPLETA;137
100920;26167;2/2015;12/2017;22858,6;Emitida;COMPLETA;137
97373;22950;125/2016;04/2017;22699,51;Emitida;COMPLETA;2
90648;16676;2/2015;11/2015;21011,68;Emitida;COMPLETA;137
91127;17101;2/2015;12/2015;21011,68;Emitida;COMPLETA;137
161475;56529;18/2021;07/2025;20888,4;Emitida;COMPLETA;150
163044;58125;18/2021;09/2025;20888,4;Emitida;COMPLETA;150
160784;55845;18/2021;06/2025;14061,84;Emitida;COMPLETA;150
160781;55843;18/2021;06/2025;11836,76;Parcialmente Paga;COMPLETA;150
161474;56528;18/2021;07/2025;11207,02;Emitida;COMPLETA;150
163043;58127;18/2021;09/2025;11207,02;Emitida;COMPLETA;150
161931;56941;21/2021;08/2025;10984,61;Emitida;COMPLETA;68
160660;55741;18/2021;06/2025;10838,74;Emitida;COMPLETA;150
161934;56940;21/2021;08/2025;10194,4;Emitida;COMPLETA;68
163134;58123;18/2021;09/2025;9381,68;Emitida;COMPLETA;150
160614;55739;18/2021;06/2025;9051,64;Emitida;COMPLETA;150
160780;55841;18/2021;06/2025;6350,64;Emitida;COMPLETA;150
160783;55840;18/2021;06/2025;5316,29;Emitida;COMPLETA;150
160615;55740;18/2021;06/2025;4856,38;Emitida;COMPLETA;150
160659;55736;18/2021;06/2025;4264,4;Emitida;COMPLETA;150
165763;190;1/2023;01/2026;215,15;Emitida;FORTE;200
162228;57235;5/2021;08/2025;121,96;Emitida;COMPLETA;144
163042;58037;5/2021;09/2025;121,96;Emitida;COMPLETA;144
165034;59930;5/2021;12/2025;121,96;Emitida;FORTE;144
